[CryoJet 1]
	Time [s]	Temp T[k]	TSet	Shield flow	Sample flow	Heater pow[R5]	Heater pow[R6]	Run	Frame
Tue May 09 16:09:49 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 3	 13
Tue May 09 16:09:59 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 3	 13
Tue May 09 16:10:10 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 13
Tue May 09 16:10:20 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 13
Tue May 09 16:10:31 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 13
Tue May 09 16:10:42 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 13
Tue May 09 16:10:52 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 13
Tue May 09 16:11:03 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 13
Tue May 09 16:11:14 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 13
Tue May 09 16:11:24 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.20	 3	 14
Tue May 09 16:11:35 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 14
Tue May 09 16:11:45 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 14
Tue May 09 16:11:56 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 14
Tue May 09 16:12:07 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 14
Tue May 09 16:12:17 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 14
Tue May 09 16:12:28 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 14
Tue May 09 16:12:39 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 14
Tue May 09 16:12:49 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 14
Tue May 09 16:13:00 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 14
Tue May 09 16:13:10 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 14
Tue May 09 16:13:21 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 14
Tue May 09 16:13:32 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 14
Tue May 09 16:13:42 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 14
Tue May 09 16:13:53 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 14
Tue May 09 16:14:04 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 3	 14
Tue May 09 16:14:14 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 14
Tue May 09 16:14:25 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 14
Tue May 09 16:14:36 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 14
Tue May 09 16:14:46 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 3	 14
Tue May 09 16:14:57 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 14
Tue May 09 16:15:07 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 15
Tue May 09 16:15:18 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 15
Tue May 09 16:15:29 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 15
Tue May 09 16:15:39 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 15
Tue May 09 16:15:50 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 15
Tue May 09 16:16:01 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 15
Tue May 09 16:16:11 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 15
Tue May 09 16:16:22 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 15
Tue May 09 16:16:32 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 15
Tue May 09 16:16:43 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 15
Tue May 09 16:16:54 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 15
Tue May 09 16:17:04 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 15
Tue May 09 16:17:15 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 15
Tue May 09 16:17:26 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 16
Tue May 09 16:17:36 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 16
Tue May 09 16:17:47 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 16
Tue May 09 16:17:57 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 16
Tue May 09 16:18:08 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 16
Tue May 09 16:18:19 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 16
Tue May 09 16:18:29 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 16
Tue May 09 16:18:40 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 16
Tue May 09 16:18:51 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 16
Tue May 09 16:19:01 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 16
Tue May 09 16:19:12 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 16
Tue May 09 16:19:22 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 16
Tue May 09 16:19:33 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 17
Tue May 09 16:19:44 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 17
Tue May 09 16:19:54 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 17
Tue May 09 16:20:05 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 17
Tue May 09 16:20:16 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 17
Tue May 09 16:20:26 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 17
Tue May 09 16:20:37 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 3	 17
Tue May 09 16:20:47 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 3	 17
Tue May 09 16:20:58 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 17
Tue May 09 16:21:09 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 17
Tue May 09 16:21:19 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 17
Tue May 09 16:21:30 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 17
Tue May 09 16:21:41 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 18
Tue May 09 16:21:51 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 18
Tue May 09 16:22:02 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 18
Tue May 09 16:22:13 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 18
Tue May 09 16:22:23 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 18
Tue May 09 16:22:34 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 18
Tue May 09 16:22:44 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 18
Tue May 09 16:22:55 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 18
Tue May 09 16:23:06 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 18
Tue May 09 16:23:16 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 18
Tue May 09 16:23:27 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 18
Tue May 09 16:23:38 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 18
Tue May 09 16:23:48 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 19
Tue May 09 16:23:59 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 19
Tue May 09 16:24:09 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 19
Tue May 09 16:24:20 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 19
Tue May 09 16:24:31 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 19
Tue May 09 16:24:41 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 19
Tue May 09 16:24:52 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 19
Tue May 09 16:25:03 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 19
Tue May 09 16:25:13 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 19
Tue May 09 16:25:24 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 19
Tue May 09 16:25:34 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 19
Tue May 09 16:25:45 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 19
Tue May 09 16:25:56 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 20
Tue May 09 16:26:06 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 20
Tue May 09 16:26:17 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 20
Tue May 09 16:26:28 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 20
Tue May 09 16:26:38 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 20
Tue May 09 16:26:49 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 20
Tue May 09 16:26:59 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 20
Tue May 09 16:27:10 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 20
Tue May 09 16:27:21 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 20
Tue May 09 16:27:31 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 20
Tue May 09 16:27:42 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 20
Tue May 09 16:27:53 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 20
Tue May 09 16:28:03 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 20
Tue May 09 16:28:14 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 21
Tue May 09 16:28:24 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 21
Tue May 09 16:28:35 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 21
Tue May 09 16:28:46 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 21
Tue May 09 16:28:56 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 21
Tue May 09 16:29:07 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 21
Tue May 09 16:29:18 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 21
Tue May 09 16:29:28 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 21
Tue May 09 16:29:39 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 21
Tue May 09 16:29:49 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 21
Tue May 09 16:30:00 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 21
Tue May 09 16:30:11 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 21
Tue May 09 16:30:21 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 22
Tue May 09 16:30:32 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 22
Tue May 09 16:30:43 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 22
Tue May 09 16:30:53 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 22
Tue May 09 16:31:04 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 22
Tue May 09 16:31:14 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 22
Tue May 09 16:31:25 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 22
Tue May 09 16:31:36 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 22
Tue May 09 16:31:46 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 22
Tue May 09 16:31:57 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 22
Tue May 09 16:32:08 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 22
Tue May 09 16:32:18 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 3	 22
Tue May 09 16:32:29 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 23
Tue May 09 16:32:40 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 23
Tue May 09 16:32:50 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 23
Tue May 09 16:33:01 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 23
Tue May 09 16:33:11 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 23
Tue May 09 16:33:22 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 23
Tue May 09 16:33:33 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 23
Tue May 09 16:33:43 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 23
Tue May 09 16:33:54 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 23
Tue May 09 16:34:05 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 23
Tue May 09 16:34:15 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 23
Tue May 09 16:34:26 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 23
Tue May 09 16:34:36 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 23
Tue May 09 16:34:47 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 24
Tue May 09 16:34:58 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 24
Tue May 09 16:35:08 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 24
Tue May 09 16:35:19 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 24
Tue May 09 16:35:30 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 24
Tue May 09 16:35:40 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 24
Tue May 09 16:35:51 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 24
Tue May 09 16:36:02 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 24
Tue May 09 16:36:12 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 24
Tue May 09 16:36:23 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 24
Tue May 09 16:36:33 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 24
Tue May 09 16:36:44 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 24
Tue May 09 16:36:55 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 25
Tue May 09 16:37:05 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 25
Tue May 09 16:37:16 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 25
Tue May 09 16:37:26 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 25
Tue May 09 16:37:37 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 25
Tue May 09 16:37:48 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 25
Tue May 09 16:37:58 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 25
Tue May 09 16:38:09 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 25
Tue May 09 16:38:20 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 25
Tue May 09 16:38:30 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 25
Tue May 09 16:38:41 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 25
Tue May 09 16:38:51 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 25
Tue May 09 16:39:02 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 26
Tue May 09 16:39:13 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 26
Tue May 09 16:39:23 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 26
Tue May 09 16:39:34 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 26
Tue May 09 16:39:45 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 26
Tue May 09 16:39:55 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 26
Tue May 09 16:40:06 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 26
Tue May 09 16:40:17 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 26
Tue May 09 16:40:27 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 26
Tue May 09 16:40:38 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 26
Tue May 09 16:40:48 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 26
Tue May 09 16:40:59 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 26
Tue May 09 16:41:10 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 27
Tue May 09 16:41:20 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 27
Tue May 09 16:41:31 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 27
Tue May 09 16:41:42 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 27
Tue May 09 16:41:52 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 27
Tue May 09 16:42:03 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 27
Tue May 09 16:42:13 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 27
Tue May 09 16:42:24 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 27
Tue May 09 16:42:35 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 27
Tue May 09 16:42:45 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 3	 27
Tue May 09 16:42:56 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 27
Tue May 09 16:43:07 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 27
Tue May 09 16:43:17 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 27
Tue May 09 16:43:28 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 28
Tue May 09 16:43:38 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 28
Tue May 09 16:43:49 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 28
Tue May 09 16:44:00 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 28
Tue May 09 16:44:10 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 28
Tue May 09 16:44:21 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 28
Tue May 09 16:44:32 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 3	 28
Tue May 09 16:44:42 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 28
Tue May 09 16:44:53 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 28
Tue May 09 16:45:03 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 28
Tue May 09 16:45:14 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 28
Tue May 09 16:45:25 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 28
Tue May 09 16:45:35 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 29
Tue May 09 16:45:46 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 29
Tue May 09 16:45:57 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 29
Tue May 09 16:46:07 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 3	 29
Tue May 09 16:46:18 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 29
Tue May 09 16:46:28 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 29
Tue May 09 16:46:39 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 29
Tue May 09 16:46:50 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 29
Tue May 09 16:47:00 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 29
Tue May 09 16:47:11 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 29
Tue May 09 16:47:22 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 29
Tue May 09 16:47:32 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 29
Tue May 09 16:47:43 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 30
Tue May 09 16:47:54 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 30
Tue May 09 16:48:04 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 30
Tue May 09 16:48:15 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 30
Tue May 09 16:48:25 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 30
Tue May 09 16:48:36 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 30
Tue May 09 16:48:47 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 30
Tue May 09 16:48:57 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 30
Tue May 09 16:49:08 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 30
Tue May 09 16:49:18 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 3	 30
Tue May 09 16:49:29 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 30
Tue May 09 16:49:40 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 30
Tue May 09 16:49:50 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 31
Tue May 09 16:50:01 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 31
Tue May 09 16:50:12 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 31
Tue May 09 16:50:22 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 31
Tue May 09 16:50:33 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 31
Tue May 09 16:50:44 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 31
Tue May 09 16:50:54 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 31
Tue May 09 16:51:05 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 31
Tue May 09 16:51:15 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 31
Tue May 09 16:51:26 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 31
Tue May 09 16:51:37 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 31
Tue May 09 16:51:47 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 31
Tue May 09 16:51:58 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 31
Tue May 09 16:52:09 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 3	 32
Tue May 09 16:52:19 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 32
Tue May 09 16:52:30 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 3	 32
Tue May 09 16:52:40 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.20	 3	 32
Tue May 09 16:52:51 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 32
Tue May 09 16:53:02 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 32
Tue May 09 16:53:12 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 32
Tue May 09 16:53:23 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 3	 32
Tue May 09 16:53:34 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 32
Tue May 09 16:53:44 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 32
Tue May 09 16:53:55 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 32
Tue May 09 16:54:05 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 3	 32
Tue May 09 16:54:16 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.40	 3	 33
Tue May 09 16:54:27 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 3	 33
Tue May 09 16:54:37 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 3	 33
Tue May 09 16:54:48 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 33
Tue May 09 16:54:59 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.50	 3	 33
Tue May 09 16:55:09 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 33
Tue May 09 16:55:20 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 33
Tue May 09 16:55:30 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 33
Tue May 09 16:55:41 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 33
Tue May 09 16:55:52 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 33
Tue May 09 16:56:02 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 33
Tue May 09 16:56:13 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 33
Tue May 09 16:56:24 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 34
Tue May 09 16:56:34 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 3	 34
Tue May 09 16:56:45 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 3	 34
Tue May 09 16:56:56 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 3	 34
