[CryoJet 1]
	Time [s]	Temp T[k]	TSet	Shield flow	Sample flow	Heater pow[R5]	Heater pow[R6]	Run	Frame
Wed May 10 03:21:30 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 34
Wed May 10 03:21:41 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 34
Wed May 10 03:21:51 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 34
Wed May 10 03:22:02 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 35
Wed May 10 03:22:12 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 35
Wed May 10 03:22:23 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 35
Wed May 10 03:22:34 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.20	 6	 35
Wed May 10 03:22:44 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 35
Wed May 10 03:22:55 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 35
Wed May 10 03:23:06 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 35
Wed May 10 03:23:16 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 6	 35
Wed May 10 03:23:27 2017	 173.00	 173.00	   3.00	   3.00	  20.80	  10.20	 6	 35
Wed May 10 03:23:38 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 6	 35
Wed May 10 03:23:48 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 6	 35
Wed May 10 03:23:59 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 6	 35
Wed May 10 03:24:09 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 36
Wed May 10 03:24:20 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 36
Wed May 10 03:24:31 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.30	 6	 36
Wed May 10 03:24:41 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 36
Wed May 10 03:24:52 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 36
Wed May 10 03:25:03 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 36
Wed May 10 03:25:13 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 36
Wed May 10 03:25:24 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 36
Wed May 10 03:25:35 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.40	 6	 36
Wed May 10 03:25:45 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.30	 6	 36
Wed May 10 03:25:56 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 36
Wed May 10 03:26:06 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 6	 36
Wed May 10 03:26:17 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 36
Wed May 10 03:26:28 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 36
Wed May 10 03:26:38 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 6	 36
Wed May 10 03:26:49 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 36
Wed May 10 03:27:00 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 36
Wed May 10 03:27:10 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 36
Wed May 10 03:27:21 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 36
Wed May 10 03:27:31 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 37
Wed May 10 03:27:42 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 6	 37
Wed May 10 03:27:53 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 37
Wed May 10 03:28:03 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 37
Wed May 10 03:28:14 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 37
Wed May 10 03:28:25 2017	 173.00	 173.00	   3.00	   3.00	  20.70	  10.40	 6	 37
Wed May 10 03:28:35 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 6	 37
Wed May 10 03:28:46 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 37
Wed May 10 03:28:57 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 37
Wed May 10 03:29:07 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 37
Wed May 10 03:29:18 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 6	 37
Wed May 10 03:29:28 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 37
Wed May 10 03:29:39 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 37
Wed May 10 03:29:50 2017	 173.00	 173.00	   3.00	   3.00	  20.60	  10.20	 6	 38
Wed May 10 03:30:00 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 38
Wed May 10 03:30:11 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 38
Wed May 10 03:30:22 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 38
Wed May 10 03:30:32 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 38
Wed May 10 03:30:43 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 38
Wed May 10 03:30:53 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 6	 38
Wed May 10 03:31:04 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 38
Wed May 10 03:31:15 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 38
Wed May 10 03:31:25 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 38
Wed May 10 03:31:36 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 38
Wed May 10 03:31:47 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 38
Wed May 10 03:31:57 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 39
Wed May 10 03:32:08 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 39
Wed May 10 03:32:18 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 39
Wed May 10 03:32:29 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 39
Wed May 10 03:32:40 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 39
Wed May 10 03:32:50 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 39
Wed May 10 03:33:01 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 39
Wed May 10 03:33:12 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 39
Wed May 10 03:33:22 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 39
Wed May 10 03:33:33 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 39
Wed May 10 03:33:43 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 39
Wed May 10 03:33:54 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 39
Wed May 10 03:34:05 2017	 173.00	 173.00	   3.00	   3.00	  20.80	  10.00	 6	 40
Wed May 10 03:34:15 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 6	 40
Wed May 10 03:34:26 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 40
Wed May 10 03:34:37 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 40
Wed May 10 03:34:47 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 6	 40
Wed May 10 03:34:58 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 40
Wed May 10 03:35:08 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 40
Wed May 10 03:35:19 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 40
Wed May 10 03:35:30 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 40
Wed May 10 03:35:40 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 40
Wed May 10 03:35:51 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 40
Wed May 10 03:36:02 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.20	 6	 40
Wed May 10 03:36:12 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 40
Wed May 10 03:36:23 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 41
Wed May 10 03:36:33 2017	 173.00	 173.00	   3.00	   3.00	  20.90	  10.00	 6	 41
Wed May 10 03:36:44 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 41
Wed May 10 03:36:55 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 6	 41
Wed May 10 03:37:05 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 6	 41
Wed May 10 03:37:16 2017	 173.00	 173.00	   3.00	   3.00	  21.20	  10.30	 6	 41
Wed May 10 03:37:27 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 41
Wed May 10 03:37:37 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.30	 6	 41
Wed May 10 03:37:48 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 41
Wed May 10 03:37:58 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 41
Wed May 10 03:38:09 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.20	 6	 41
Wed May 10 03:38:20 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 41
Wed May 10 03:38:30 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 42
Wed May 10 03:38:41 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 42
Wed May 10 03:38:52 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 6	 42
Wed May 10 03:39:02 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 42
Wed May 10 03:39:13 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 42
Wed May 10 03:39:23 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 42
Wed May 10 03:39:34 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.20	 6	 42
Wed May 10 03:39:45 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 6	 42
Wed May 10 03:39:55 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 42
Wed May 10 03:40:06 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 6	 42
Wed May 10 03:40:17 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.40	 6	 42
Wed May 10 03:40:27 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 6	 42
Wed May 10 03:40:38 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 43
Wed May 10 03:40:48 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 43
Wed May 10 03:40:59 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 43
Wed May 10 03:41:10 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 43
Wed May 10 03:41:20 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 43
Wed May 10 03:41:31 2017	 173.00	 173.00	   3.00	   3.00	  20.70	  10.30	 6	 43
Wed May 10 03:41:42 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 43
Wed May 10 03:41:52 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 43
Wed May 10 03:42:03 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 43
Wed May 10 03:42:13 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 43
Wed May 10 03:42:24 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 43
Wed May 10 03:42:35 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 43
Wed May 10 03:42:45 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 44
Wed May 10 03:42:56 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 44
Wed May 10 03:43:07 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 44
Wed May 10 03:43:17 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 44
Wed May 10 03:43:28 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.20	 6	 44
Wed May 10 03:43:39 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 44
Wed May 10 03:43:49 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 44
Wed May 10 03:44:00 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.20	 6	 44
Wed May 10 03:44:10 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 44
Wed May 10 03:44:21 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.30	 6	 44
Wed May 10 03:44:32 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 44
Wed May 10 03:44:42 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 44
Wed May 10 03:44:53 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 44
Wed May 10 03:45:04 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 45
Wed May 10 03:45:14 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 45
Wed May 10 03:45:25 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 45
Wed May 10 03:45:35 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 45
Wed May 10 03:45:46 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 45
Wed May 10 03:45:57 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 45
Wed May 10 03:46:07 2017	 173.00	 173.00	   3.00	   3.00	  21.00	  10.10	 6	 45
Wed May 10 03:46:18 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 45
Wed May 10 03:46:29 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 45
Wed May 10 03:46:39 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 45
Wed May 10 03:46:50 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 45
Wed May 10 03:47:00 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 45
Wed May 10 03:47:11 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.10	 6	 46
Wed May 10 03:47:22 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:47:32 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:47:43 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.40	 6	 46
Wed May 10 03:47:54 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:48:04 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 6	 46
Wed May 10 03:48:15 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:48:25 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:48:36 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 46
Wed May 10 03:48:47 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 46
Wed May 10 03:48:57 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.20	 6	 46
Wed May 10 03:49:08 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:49:19 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 6	 46
Wed May 10 03:49:29 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 6	 46
Wed May 10 03:49:40 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:49:50 2017	 173.00	 173.00	   3.00	   3.00	  20.90	  10.30	 6	 46
Wed May 10 03:50:01 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:50:12 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:50:22 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:50:33 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:50:44 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:50:54 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:51:05 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:51:15 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:51:26 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:51:37 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:51:47 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:51:58 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:52:08 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:52:19 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:52:30 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:52:40 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 46
Wed May 10 03:52:51 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 46
Wed May 10 03:53:02 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 46
Wed May 10 03:53:12 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.00	 6	 46
Wed May 10 03:53:23 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.00	 6	 46
Wed May 10 03:53:34 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 46
Wed May 10 03:53:44 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 47
Wed May 10 03:53:55 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 47
Wed May 10 03:54:05 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 47
Wed May 10 03:54:16 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 47
Wed May 10 03:54:27 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 47
Wed May 10 03:54:37 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 47
Wed May 10 03:54:48 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 47
Wed May 10 03:54:59 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 47
Wed May 10 03:55:09 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.10	 6	 47
Wed May 10 03:55:20 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 47
Wed May 10 03:55:30 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 47
Wed May 10 03:55:41 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.00	 6	 47
Wed May 10 03:55:52 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.60	 6	 48
Wed May 10 03:56:02 2017	 173.00	 173.00	   3.00	   3.00	  20.90	  10.00	 6	 48
Wed May 10 03:56:13 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 48
Wed May 10 03:56:24 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 48
Wed May 10 03:56:34 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 48
Wed May 10 03:56:45 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 48
Wed May 10 03:56:55 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 6	 48
Wed May 10 03:57:06 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 48
Wed May 10 03:57:17 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 48
Wed May 10 03:57:27 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 48
Wed May 10 03:57:38 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 48
Wed May 10 03:57:49 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 6	 48
Wed May 10 03:57:59 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.00	 6	 48
Wed May 10 03:58:10 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.20	 6	 48
Wed May 10 03:58:20 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 1
Wed May 10 03:58:31 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 1
Wed May 10 03:58:42 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 7	 1
Wed May 10 03:58:52 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 1
Wed May 10 03:59:03 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 1
Wed May 10 03:59:14 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 1
Wed May 10 03:59:24 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 7	 1
Wed May 10 03:59:35 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 1
Wed May 10 03:59:45 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 1
Wed May 10 03:59:56 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 1
Wed May 10 04:00:07 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 1
Wed May 10 04:00:17 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 1
Wed May 10 04:00:28 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 7	 2
Wed May 10 04:00:39 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 7	 2
Wed May 10 04:00:49 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 7	 2
Wed May 10 04:01:00 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.20	 7	 2
Wed May 10 04:01:10 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 2
Wed May 10 04:01:21 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 2
Wed May 10 04:01:32 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.30	 7	 2
Wed May 10 04:01:42 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 2
Wed May 10 04:01:53 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 2
Wed May 10 04:02:04 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 7	 2
Wed May 10 04:02:14 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 2
Wed May 10 04:02:25 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 2
Wed May 10 04:02:36 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 3
Wed May 10 04:02:46 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.00	 7	 3
Wed May 10 04:02:57 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 3
Wed May 10 04:03:07 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.20	 7	 3
Wed May 10 04:03:18 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 7	 3
Wed May 10 04:03:29 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 3
Wed May 10 04:03:39 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 3
Wed May 10 04:03:50 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 3
Wed May 10 04:04:01 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 7	 3
Wed May 10 04:04:11 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 7	 3
Wed May 10 04:04:22 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.40	 7	 3
Wed May 10 04:04:32 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 7	 3
Wed May 10 04:04:43 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 4
Wed May 10 04:04:54 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 4
Wed May 10 04:05:04 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 7	 4
Wed May 10 04:05:15 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 7	 4
Wed May 10 04:05:26 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 4
Wed May 10 04:05:36 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 7	 4
Wed May 10 04:05:47 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 4
Wed May 10 04:05:57 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 4
Wed May 10 04:06:08 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 4
Wed May 10 04:06:19 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 7	 4
Wed May 10 04:06:29 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 7	 4
Wed May 10 04:06:40 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 7	 4
Wed May 10 04:06:51 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 7	 4
Wed May 10 04:07:01 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 7	 5
Wed May 10 04:07:12 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.30	 7	 5
Wed May 10 04:07:22 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 5
Wed May 10 04:07:33 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 5
Wed May 10 04:07:44 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 5
Wed May 10 04:07:54 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 5
Wed May 10 04:08:05 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 7	 5
Wed May 10 04:08:16 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 5
Wed May 10 04:08:26 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 7	 5
Wed May 10 04:08:37 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 7	 5
