[PeltierCCS 1]
	Time [s]	Tcold	Thot	Aout	CoolTime	Tset	Power
Wed Apr 26 07:48:09 2017	 -40.04	  17.79	  43.20	        0	 -40.00	        0
Wed Apr 26 07:48:20 2017	 -40.03	  17.76	  43.21	        0	 -40.00	        0
Wed Apr 26 07:48:30 2017	 -40.04	  17.67	  43.07	        0	 -40.00	        0
Wed Apr 26 07:48:41 2017	 -40.04	  17.62	  43.01	        0	 -40.00	        0
Wed Apr 26 07:48:52 2017	 -40.04	  17.53	  42.90	        0	 -40.00	        0
Wed Apr 26 07:49:02 2017	 -40.05	  17.47	  42.71	        0	 -40.00	        0
Wed Apr 26 07:49:13 2017	 -40.06	  17.42	  42.59	        0	 -40.00	        0
Wed Apr 26 07:49:24 2017	 -40.06	  17.36	  42.48	        0	 -40.00	        0
Wed Apr 26 07:49:34 2017	 -40.06	  17.30	  42.40	        0	 -40.00	        0
Wed Apr 26 07:49:45 2017	 -40.06	  17.24	  42.23	        0	 -40.00	        0
Wed Apr 26 07:49:55 2017	 -40.05	  17.18	  42.23	        0	 -40.00	        0
Wed Apr 26 07:50:06 2017	 -40.04	  17.10	  42.23	        0	 -40.00	        0
Wed Apr 26 07:50:17 2017	 -40.04	  17.07	  42.21	        0	 -40.00	        0
Wed Apr 26 07:50:27 2017	 -40.04	  16.98	  42.09	        0	 -40.00	        0
Wed Apr 26 07:50:38 2017	 -40.05	  16.98	  41.99	        0	 -40.00	        0
Wed Apr 26 07:50:49 2017	 -40.05	  16.95	  41.82	        0	 -40.00	        0
Wed Apr 26 07:50:59 2017	 -40.04	  16.98	  41.93	        0	 -40.00	        0
Wed Apr 26 07:51:10 2017	 -40.04	  17.01	  41.84	        0	 -40.00	        0
Wed Apr 26 07:51:21 2017	 -40.03	  17.04	  41.82	        0	 -40.00	        0
Wed Apr 26 07:51:31 2017	 -40.03	  17.07	  41.76	        0	 -40.00	        0
Wed Apr 26 07:51:42 2017	 -40.03	  17.10	  41.71	        0	 -40.00	        0
Wed Apr 26 07:51:52 2017	 -40.01	  17.10	  41.89	        0	 -40.00	        0
Wed Apr 26 07:52:03 2017	 -40.01	  17.13	  41.93	        0	 -40.00	        0
Wed Apr 26 07:52:14 2017	 -40.01	  17.16	  41.93	        0	 -40.00	        0
Wed Apr 26 07:52:24 2017	 -40.00	  17.18	  41.97	        0	 -40.00	        0
Wed Apr 26 07:52:35 2017	 -39.99	  17.18	  42.08	        0	 -40.00	        0
Wed Apr 26 07:52:46 2017	 -39.98	  17.21	  42.16	        0	 -40.00	        0
Wed Apr 26 07:52:56 2017	 -39.98	  17.24	  42.26	        0	 -40.00	        0
Wed Apr 26 07:53:07 2017	 -39.99	  17.24	  42.22	        0	 -40.00	        0
Wed Apr 26 07:53:18 2017	 -39.98	  17.27	  42.26	        0	 -40.00	        0
Wed Apr 26 07:53:28 2017	 -39.98	  17.30	  42.31	        0	 -40.00	        0
Wed Apr 26 07:53:39 2017	 -39.99	  17.30	  42.26	        0	 -40.00	        0
Wed Apr 26 07:53:50 2017	 -39.99	  17.33	  42.23	        0	 -40.00	        0
Wed Apr 26 07:54:00 2017	 -39.99	  17.36	  42.33	        0	 -40.00	        0
Wed Apr 26 07:54:11 2017	 -39.98	  17.36	  42.37	        0	 -40.00	        0
Wed Apr 26 07:54:21 2017	 -39.98	  17.36	  42.42	        0	 -40.00	        0
Wed Apr 26 07:54:32 2017	 -39.98	  17.39	  42.45	        0	 -40.00	        0
Wed Apr 26 07:54:43 2017	 -39.98	  17.42	  42.49	        0	 -40.00	        0
Wed Apr 26 07:54:53 2017	 -39.99	  17.42	  42.46	        0	 -40.00	        0
Wed Apr 26 07:55:04 2017	 -39.98	  17.44	  42.55	        0	 -40.00	        0
Wed Apr 26 07:55:15 2017	 -39.99	  17.47	  42.47	        0	 -40.00	        0
Wed Apr 26 07:55:25 2017	 -39.98	  17.47	  42.57	        0	 -40.00	        0
Wed Apr 26 07:55:36 2017	 -39.98	  17.50	  42.67	        0	 -40.00	        0
Wed Apr 26 07:55:47 2017	 -39.98	  17.50	  42.69	        0	 -40.00	        0
Wed Apr 26 07:55:57 2017	 -39.99	  17.53	  42.66	        0	 -40.00	        0
Wed Apr 26 07:56:08 2017	 -39.99	  17.56	  42.60	        0	 -40.00	        0
Wed Apr 26 07:56:18 2017	 -39.99	  17.56	  42.63	        0	 -40.00	        0
Wed Apr 26 07:56:29 2017	 -39.99	  17.59	  42.62	        0	 -40.00	        0
Wed Apr 26 07:56:40 2017	 -39.98	  17.59	  42.77	        0	 -40.00	        0
Wed Apr 26 07:56:50 2017	 -39.98	  17.62	  42.81	        0	 -40.00	        0
Wed Apr 26 07:57:01 2017	 -39.99	  17.65	  42.79	        0	 -40.00	        0
Wed Apr 26 07:57:12 2017	 -39.99	  17.65	  42.81	        0	 -40.00	        0
Wed Apr 26 07:57:22 2017	 -39.99	  17.67	  42.81	        0	 -40.00	        0
Wed Apr 26 07:57:33 2017	 -39.99	  17.67	  42.85	        0	 -40.00	        0
Wed Apr 26 07:57:44 2017	 -40.01	  17.70	  42.68	        0	 -40.00	        0
Wed Apr 26 07:57:54 2017	 -40.00	  17.73	  42.73	        0	 -40.00	        0
Wed Apr 26 07:58:05 2017	 -39.99	  17.73	  42.82	        0	 -40.00	        0
Wed Apr 26 07:58:16 2017	 -39.99	  17.76	  42.87	        0	 -40.00	        0
Wed Apr 26 07:58:26 2017	 -39.99	  17.76	  42.84	        0	 -40.00	        0
Wed Apr 26 07:58:37 2017	 -40.00	  17.79	  42.81	        0	 -40.00	        0
Wed Apr 26 07:58:47 2017	 -39.99	  17.79	  42.90	        0	 -40.00	        0
Wed Apr 26 07:58:58 2017	 -39.99	  17.79	  42.96	        0	 -40.00	        0
Wed Apr 26 07:59:09 2017	 -39.98	  17.82	  43.00	        0	 -40.00	        0
Wed Apr 26 07:59:19 2017	 -39.99	  17.85	  42.94	        0	 -40.00	        0
Wed Apr 26 07:59:30 2017	 -39.98	  17.88	  43.04	        0	 -40.00	        0
Wed Apr 26 07:59:41 2017	 -39.99	  17.90	  43.04	        0	 -40.00	        0
Wed Apr 26 07:59:51 2017	 -40.00	  17.90	  42.93	        0	 -40.00	        0
Wed Apr 26 08:00:02 2017	 -39.98	  17.90	  43.15	        0	 -40.00	        0
Wed Apr 26 08:00:13 2017	 -39.98	  17.93	  43.15	        0	 -40.00	        0
Wed Apr 26 08:00:23 2017	 -39.99	  17.96	  43.14	        0	 -40.00	        0
Wed Apr 26 08:00:34 2017	 -39.98	  17.96	  43.24	        0	 -40.00	        0
Wed Apr 26 08:00:44 2017	 -39.98	  18.02	  43.30	        0	 -40.00	        0
Wed Apr 26 08:00:55 2017	 -39.99	  17.99	  43.25	        0	 -40.00	        0
Wed Apr 26 08:01:06 2017	 -39.99	  18.02	  43.24	        0	 -40.00	        0
Wed Apr 26 08:01:16 2017	 -40.00	  18.05	  43.11	        0	 -40.00	        0
