[Spellman 1]
	 time    	kV   	mA   	powlim	fil	kV_toset	mA_toset 	 x-ray on|interlockopen|filament limit fault|power supply fault|overpower|overcurrent|overvoltage|kV min fault|remote
Wed May 10 16:12:45 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:12:50 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:12:56 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:13:01 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:13:07 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:13:12 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:13:18 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:13:23 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:13:29 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:13:34 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:13:39 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:13:45 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:13:50 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:13:56 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:14:01 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:14:07 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:14:12 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:14:18 2017	  49.91	  39.96	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:14:23 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:14:29 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:14:34 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:14:39 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:14:45 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:14:50 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:14:56 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:15:01 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:15:07 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:15:12 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:15:18 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:15:23 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:15:29 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:15:34 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:15:39 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:15:45 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:15:50 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:15:56 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:16:01 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:16:07 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:16:12 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:16:18 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:16:23 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:16:29 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:16:34 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:16:40 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:16:45 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:16:50 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:16:56 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:17:01 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:17:07 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:17:12 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:17:18 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:17:23 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:17:29 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:17:34 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:17:40 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:17:45 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:17:51 2017	  49.91	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:17:56 2017	  49.97	  39.96	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:18:01 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:18:07 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:18:12 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:18:18 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:18:23 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:18:29 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:18:34 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:18:40 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:18:45 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:18:51 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:18:56 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:19:02 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:19:07 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:19:13 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:19:18 2017	  49.91	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:19:24 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:19:29 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:19:34 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:19:40 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:19:45 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:19:51 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:19:56 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:20:02 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:20:07 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:20:13 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:20:18 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:20:24 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:20:29 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:20:34 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:20:40 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:20:45 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:20:51 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:20:56 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:21:02 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:21:07 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:21:12 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:21:18 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:21:23 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:21:29 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:21:34 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:21:40 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:21:45 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:21:51 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:21:56 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:22:02 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:22:07 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:22:13 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:22:18 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:22:24 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:22:29 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:22:35 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:22:40 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:22:45 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:22:51 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:22:56 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:23:02 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:23:07 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:23:13 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:23:18 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:23:24 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:23:29 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:23:35 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:23:40 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:23:45 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:23:51 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:23:56 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:24:02 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:24:07 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:24:13 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:24:18 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:24:24 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:24:29 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:24:35 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:24:40 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:24:46 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:24:51 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:24:56 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:25:02 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:25:07 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:25:13 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:25:18 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:25:24 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:25:29 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:25:35 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:25:40 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:25:46 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:25:51 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:25:57 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:26:02 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:26:08 2017	  49.91	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:26:13 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:26:18 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:26:24 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:26:29 2017	  49.91	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:26:35 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:26:40 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:26:46 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:26:51 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:26:57 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:27:02 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:27:08 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:27:13 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:27:19 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:27:24 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:27:29 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:27:35 2017	  49.97	  39.96	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:27:40 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:27:46 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:27:51 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:27:57 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:28:02 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:28:08 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:28:13 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:28:19 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:28:24 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:28:30 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:28:35 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:28:40 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:28:46 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:28:51 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:28:57 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:29:02 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:29:08 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:29:13 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:29:19 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:29:24 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:29:30 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:29:35 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:29:40 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:29:46 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:29:51 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:29:57 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:30:02 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:30:08 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:30:13 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:30:19 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:30:24 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:30:30 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:30:35 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:30:41 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:30:46 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:30:51 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:30:57 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:31:02 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:31:08 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:31:13 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:31:19 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:31:24 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:31:30 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:31:35 2017	  49.97	  39.96	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:31:41 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:31:46 2017	  49.97	  39.96	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:31:51 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:31:57 2017	  49.97	  40.04	   2.20	   3.16	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
Wed May 10 16:32:02 2017	  49.97	  40.04	   2.20	   3.15	  50.00	  40.00	 1|1|0|0|0|0|0|0|1
