[PowderGraph 1]
2thetadeg	d-value	intx	sigx	count
   4.78057     18.46921    0.00000    0.00000          0
   4.79057     18.43068    0.00000    0.00000          0
   4.80057     18.39232    0.00000    0.00000          0
   4.81056     18.35411    0.00000    0.00000          0
   4.82056     18.31606    0.00000    0.00000          0
   4.83056     18.27817    0.00000    0.00000          0
   4.84056     18.24044    0.00000    0.00000          0
   4.85056     18.20286    0.00000    0.00000          0
   4.86056     18.16543    0.00000    0.00000          0
   4.87056     18.12816    0.00000    0.00000          0
   4.88056     18.09104    0.00000    0.00000          0
   4.89056     18.05408    0.00000    0.00000          0
   4.90056     18.01726    0.00000    0.00000          0
   4.91056     17.98060    0.00000    0.00000          0
   4.92055     17.94408    0.00000    0.00000          0
   4.93055     17.90771    0.00000    0.00000          0
   4.94055     17.87149    0.00000    0.00000          0
   4.95055     17.83542    0.00000    0.00000          0
   4.96055     17.79949    0.00000    0.00000          0
   4.97055     17.76370    0.00000    0.00000          0
   4.98055     17.72806    0.00000    0.00000          0
   4.99055     17.69257    0.00000    0.00000          0
   5.00055     17.65721    0.00000    0.00000          0
   5.01055     17.62200    0.00000    0.00000          0
   5.02055     17.58692    0.00000    0.00000          0
   5.03054     17.55199    0.00000    0.00000          0
   5.04054     17.51719    0.00000    0.00000          0
   5.05054     17.48253    0.00000    0.00000          0
   5.06054     17.44801    0.00000    0.00000          0
   5.07054     17.41363    0.00000    0.00000          0
   5.08054     17.37938    0.00000    0.00000          0
   5.09054     17.34526    0.00000    0.00000          0
   5.10054     17.31128    0.00000    0.00000          0
   5.11054     17.27743    0.00000    0.00000          0
   5.12054     17.24372    0.00000    0.00000          0
   5.13054     17.21013    0.00000    0.00000          0
   5.14053     17.17668    0.00000    0.00000          0
   5.15053     17.14335    0.00000    0.00000          0
   5.16053     17.11016    0.00000    0.00000          0
   5.17053     17.07709    0.00000    0.00000          0
   5.18053     17.04415    0.00000    0.00000          0
   5.19053     17.01134    0.00000    0.00000          0
   5.20053     16.97866    0.00000    0.00000          0
   5.21053     16.94610    0.00000    0.00000          0
   5.22053     16.91366    0.00000    0.00000          0
   5.23053     16.88135    0.00000    0.00000          0
   5.24053     16.84916    0.00000    0.00000          0
   5.25052     16.81710    0.00000    0.00000          0
   5.26052     16.78516    0.00000    0.00000          0
   5.27052     16.75333    0.00000    0.00000          0
   5.28052     16.72163    0.00000    0.00000          0
   5.29052     16.69005    0.00000    0.00000          0
   5.30052     16.65859    0.00000    0.00000          0
   5.31052     16.62724    0.00000    0.00000          0
   5.32052     16.59602    0.00000    0.00000          0
   5.33052     16.56491    0.00000    0.00000          0
   5.34052     16.53392    0.00000    0.00000          0
   5.35052     16.50304    0.00000    0.00000          0
   5.36051     16.47228    0.00000    0.00000          0
   5.37051     16.44163    0.00000    0.00000          0
   5.38051     16.41110    0.00000    0.00000          0
   5.39051     16.38068    0.00000    0.00000          0
   5.40051     16.35038    0.00000    0.00000          0
   5.41051     16.32018    0.00000    0.00000          0
   5.42051     16.29010    0.00000    0.00000          0
   5.43051     16.26013    0.00000    0.00000          0
   5.44051     16.23026    0.00000    0.00000          0
   5.45051     16.20051    0.00000    0.00000          0
   5.46051     16.17087    0.00000    0.00000          0
   5.47050     16.14133    0.00000    0.00000          0
   5.48050     16.11191    0.00000    0.00000          0
   5.49050     16.08259    0.00000    0.00000          0
   5.50050     16.05337    0.00000    0.00000          0
   5.51050     16.02426    0.00000    0.00000          0
   5.52050     15.99526    0.00000    0.00000          0
   5.53050     15.96637    0.00000    0.00000          0
   5.54050     15.93757    0.00000    0.00000          0
   5.55050     15.90888    0.00000    0.00000          0
   5.56050     15.88030    0.00000    0.00000          0
   5.57050     15.85182    0.00000    0.00000          0
   5.58049     15.82344    0.00000    0.00000          0
   5.59049     15.79516    0.00000    0.00000          0
   5.60049     15.76698    0.00000    0.00000          0
   5.61049     15.73890    0.00000    0.00000          0
   5.62049     15.71092    0.00000    0.00000          0
   5.63049     15.68304    0.00000    0.00000          0
   5.64049     15.65526    0.00000    0.00000          0
   5.65049     15.62758    0.00000    0.00000          0
   5.66049     15.60000    0.00000    0.00000          0
   5.67049     15.57251    0.00000    0.00000          0
   5.68049     15.54512    0.00000    0.00000          0
   5.69048     15.51783    0.00000    0.00000          0
   5.70048     15.49063    0.00000    0.00000          0
   5.71048     15.46353    0.00000    0.00000          0
   5.72048     15.43653    0.00000    0.00000          0
   5.73048     15.40961    0.00000    0.00000          0
   5.74048     15.38279    0.00000    0.00000          0
   5.75048     15.35607    0.00000    0.00000          0
   5.76048     15.32944    0.00000    0.00000          0
   5.77048     15.30290    0.00000    0.00000          0
   5.78048     15.27645    0.00000    0.00000          0
   5.79048     15.25009    0.00000    0.00000          0
   5.80048     15.22382    0.00000    0.00000          0
   5.81047     15.19765    0.00000    0.00000          0
   5.82047     15.17156    0.00000    0.00000          0
   5.83047     15.14556    0.00000    0.00000          0
   5.84047     15.11966    0.00000    0.00000          0
   5.85047     15.09384    0.00000    0.00000          0
   5.86047     15.06811    0.00000    0.00000          0
   5.87047     15.04247    0.00000    0.00000          0
   5.88047     15.01691    0.00000    0.00000          0
   5.89047     14.99144    0.00000    0.00000          0
   5.90047     14.96606    0.00000    0.00000          0
   5.91047     14.94076    0.00000    0.00000          0
   5.92046     14.91555    0.00000    0.00000          0
   5.93046     14.89042    0.00000    0.00000          0
   5.94046     14.86538    0.00000    0.00000          0
   5.95046     14.84043    0.00000    0.00000          0
   5.96046     14.81555    0.00000    0.00000          0
   5.97046     14.79076    9.26188    1.77168          4
   5.98046     14.76606   10.00000    0.87044         17
   5.99046     14.74143    9.58378    0.60793         35
   6.00046     14.71689    7.35807    0.48333         54
